LegId,AirlineCode,AircraftRegistration,FlightNumber,Suffix,DepartureStation,ArrivalStation,STDDate,STDTime,ATDDate,ATDTime,STDDateLocal,STDTimeLocal,ATDDateLocal,ATDTimeLocal,STADate,STATime,ATADate,ATATime,STADateLocal,STATimeLocal,ATADateLocal,ATATimeLocal
"13082391,KL,PHBXB,1243,"" "",AMS,CDG,2017-01-06,15:25:00,2017-01-06,15:23:00,NULL,NULL,NULL,NULL,2017-01-06,16:45:00,2017-01-06,16:29:00,NULL,NULL,NULL,NULL"
"13082393,KL,PHBCE,1245,"" "",AMS,CDG,2017-01-06,16:45:00,2017-01-06,17:06:00,NULL,NULL,NULL,NULL,2017-01-06,18:00:00,2017-01-06,18:13:00,NULL,NULL,NULL,NULL"
"13082383,KL,PHBGE,1223,"" "",AMS,CDG,NULL,NULL,NULL,NULL,2017-01-06,06:55:00,2017-01-06,06:57:00,NULL,NULL,NULL,NULL,2017-01-06,08:15:00,2017-01-06,08:24:00"
"13082385,KL,PHBGN,1227,"" "",AMS,CDG,NULL,NULL,NULL,NULL,2017-01-06,07:30:00,2017-01-06,07:27:00,NULL,NULL,NULL,NULL,2017-01-06,08:50:00,2017-01-06,08:46:00"
"13088662,KL,PHBXL,1245,"" "",AMS,CDG,2017-01-07,16:45:00,2017-01-07,16:51:00,NULL,NULL,NULL,NULL,2017-01-07,18:00:00,2017-01-07,17:56:00,NULL,NULL,NULL,NULL"
"13088652,KL,PHBGK,1223,"" "",AMS,CDG,NULL,NULL,NULL,NULL,2017-01-07,06:55:00,2017-01-07,07:08:00,NULL,NULL,NULL,NULL,2017-01-07,08:15:00,2017-01-07,08:59:00"
"13088654,KL,PHBXZ,1227,"" "",AMS,CDG,NULL,NULL,NULL,NULL,2017-01-07,07:30:00,2017-01-07,07:40:00,NULL,NULL,NULL,NULL,2017-01-07,08:50:00,2017-01-07,09:22:00"
"13088656,KL,PHBXN,1229,"" "",AMS,CDG,NULL,NULL,NULL,NULL,2017-01-07,08:00:00,2017-01-07,07:59:00,NULL,NULL,NULL,NULL,2017-01-07,09:25:00,2017-01-07,09:34:00"
"13088658,KL,PHBXM,1233,"" "",AMS,CDG,2017-01-07,11:30:00,2017-01-07,11:38:00,NULL,NULL,NULL,NULL,2017-01-07,12:45:00,2017-01-07,12:36:00,NULL,NULL,NULL,NULL"
"13088660,KL,PHBXI,1243,"" "",AMS,CDG,2017-01-07,15:25:00,2017-01-07,15:47:00,NULL,NULL,NULL,NULL,2017-01-07,16:45:00,2017-01-07,16:47:00,NULL,NULL,NULL,NULL"
"13095204,KL,PHKZE,1915,"" "",AMS,HAJ,2017-01-08,20:00:00,2017-01-08,20:20:00,NULL,NULL,NULL,NULL,2017-01-08,21:05:00,2017-01-08,21:19:00,NULL,NULL,NULL,NULL"
"13095198,KL,PHEXH,1903,"" "",AMS,HAJ,NULL,NULL,NULL,NULL,2017-01-08,09:20:00,2017-01-08,09:24:00,NULL,NULL,NULL,NULL,2017-01-08,10:20:00,2017-01-08,10:22:00"
"13095200,KL,PHKZP,1909,"" "",AMS,HAJ,2017-01-08,12:15:00,2017-01-08,12:15:00,NULL,NULL,NULL,NULL,2017-01-08,13:15:00,2017-01-08,13:17:00,NULL,NULL,NULL,NULL"
"13095202,KL,PHKZU,1911,"" "",AMS,HAJ,2017-01-08,15:45:00,2017-01-08,15:45:00,NULL,NULL,NULL,NULL,2017-01-08,16:40:00,2017-01-08,16:41:00,NULL,NULL,NULL,NULL"
"13088916,KL,PHKZS,1915,"" "",AMS,HAJ,2017-01-07,19:55:00,2017-01-07,20:05:00,NULL,NULL,NULL,NULL,2017-01-07,21:00:00,2017-01-07,21:02:00,NULL,NULL,NULL,NULL"
"13088912,KL,unk,1903,"" "",AMS,HAJ,NULL,NULL,NULL,NULL,2017-01-07,09:20:00,NULL,NULL,NULL,NULL,NULL,NULL,2017-01-07,10:20:00,NULL,NULL"
"13088076,KL,PHAKA,765,"" "",AMS,AUA,2017-01-07,11:35:00,2017-01-07,12:42:00,NULL,NULL,NULL,NULL,2017-01-07,21:55:00,2017-01-07,22:17:00,NULL,NULL,NULL,NULL"
"13075435,KL,PHAKB,771,"" "",BON,AUA,2017-01-05,22:55:00,2017-01-05,22:46:00,NULL,NULL,NULL,NULL,2017-01-05,23:45:00,2017-01-05,23:24:00,NULL,NULL,NULL,NULL"
"13081710,KL,PHAKD,773,"" "",BON,AUA,2017-01-06,22:55:00,2017-01-06,22:42:00,NULL,NULL,NULL,NULL,2017-01-06,23:45:00,2017-01-06,23:23:00,NULL,NULL,NULL,NULL"
"13094242,KL,PHAKB,773,"" "",BON,AUA,2017-01-08,22:55:00,2017-01-08,22:33:00,NULL,NULL,NULL,NULL,2017-01-08,23:45:00,2017-01-08,23:17:00,NULL,NULL,NULL,NULL"
"13062748,KL,PHAKA,765,"" "",AMS,AUA,2017-01-04,11:35:00,2017-01-04,12:08:00,NULL,NULL,NULL,NULL,2017-01-04,21:55:00,2017-01-04,22:12:00,NULL,NULL,NULL,NULL"
"13063990,KL,PHAKB,415,"" "",KWI,DMM,2017-01-03,20:20:00,2017-01-03,20:16:00,NULL,NULL,NULL,NULL,2017-01-03,21:25:00,2017-01-03,21:25:00,NULL,NULL,NULL,NULL"
"13075445,KL,PHAOF,417,"" "",KWI,DMM,2017-01-05,20:05:00,2017-01-05,20:21:00,NULL,NULL,NULL,NULL,2017-01-05,21:10:00,2017-01-05,21:26:00,NULL,NULL,NULL,NULL"
"13088088,KL,PHAON,415,"" "",KWI,DMM,2017-01-07,20:05:00,2017-01-07,20:11:00,NULL,NULL,NULL,NULL,2017-01-07,21:10:00,2017-01-07,21:06:00,NULL,NULL,NULL,NULL"
"13094252,KL,PHAON,417,"" "",KWI,DMM,2017-01-08,20:05:00,2017-01-08,20:23:00,NULL,NULL,NULL,NULL,2017-01-08,21:10:00,2017-01-08,21:21:00,NULL,NULL,NULL,NULL"
"13081700,KL,PHAKB,413,"" "",AMS,DMM,2017-01-06,13:25:00,2017-01-06,13:41:00,NULL,NULL,NULL,NULL,2017-01-06,19:30:00,2017-01-06,19:34:00,NULL,NULL,NULL,NULL"
"13062760,KL,PHAOC,411,"" "",AMS,DMM,2017-01-04,13:25:00,2017-01-04,13:28:00,NULL,NULL,NULL,NULL,2017-01-04,19:25:00,2017-01-04,19:19:00,NULL,NULL,NULL,NULL"
"13094760,KL,PHEXA,932,"" "",DUB,DUB,NULL,NULL,NULL,NULL,2017-01-08,05:55:00,2017-01-08,08:09:00,NULL,NULL,NULL,NULL,2017-01-08,05:55:00,2017-01-08,08:15:00"
"13094762,KL,PHEXE,935,"" "",AMS,DUB,2017-01-08,11:05:00,2017-01-08,11:09:00,NULL,NULL,NULL,NULL,2017-01-08,12:45:00,2017-01-08,12:40:00,NULL,NULL,NULL,NULL"
"13094764,KL,PHEZA,939,"" "",AMS,DUB,2017-01-08,20:20:00,2017-01-08,20:32:00,NULL,NULL,NULL,NULL,2017-01-08,22:00:00,2017-01-08,22:01:00,NULL,NULL,NULL,NULL"
"13088537,KL,PHEZM,935,"" "",AMS,DUB,2017-01-07,11:10:00,2017-01-07,11:47:00,NULL,NULL,NULL,NULL,2017-01-07,12:50:00,2017-01-07,13:09:00,NULL,NULL,NULL,NULL"
"13088539,KL,PHEXA,939,"" "",AMS,DUB,2017-01-07,20:20:00,2017-01-07,20:17:00,NULL,NULL,NULL,NULL,2017-01-07,22:00:00,2017-01-07,21:45:00,NULL,NULL,NULL,NULL"
"13082241,KL,PHEZP,935,"" "",AMS,DUB,2017-01-06,11:10:00,2017-01-06,11:14:00,NULL,NULL,NULL,NULL,2017-01-06,12:50:00,2017-01-06,12:42:00,NULL,NULL,NULL,NULL"
"13063226,KL,PHEZC,935,"" "",AMS,DUB,2017-01-04,11:10:00,2017-01-04,11:15:00,NULL,NULL,NULL,NULL,2017-01-04,12:50:00,2017-01-04,13:01:00,NULL,NULL,NULL,NULL"
"13082243,KL,PHEZO,939,"" "",AMS,DUB,2017-01-06,20:20:00,2017-01-06,20:24:00,NULL,NULL,NULL,NULL,2017-01-06,22:00:00,2017-01-06,22:07:00,NULL,NULL,NULL,NULL"
"13075944,KL,PHEZG,935,"" "",AMS,DUB,2017-01-05,11:10:00,2017-01-05,11:34:00,NULL,NULL,NULL,NULL,2017-01-05,12:50:00,2017-01-05,13:03:00,NULL,NULL,NULL,NULL"
"13075946,KL,PHEXB,939,"" "",AMS,DUB,2017-01-05,20:20:00,2017-01-05,20:24:00,NULL,NULL,NULL,NULL,2017-01-05,22:00:00,2017-01-05,22:23:00,NULL,NULL,NULL,NULL"
"13064456,KL,PHEZN,935,"" "",AMS,DUB,2017-01-03,11:10:00,2017-01-03,11:17:00,NULL,NULL,NULL,NULL,2017-01-03,12:50:00,2017-01-03,12:59:00,NULL,NULL,NULL,NULL"
"13064458,KL,PHEZM,939,"" "",AMS,DUB,2017-01-03,20:20:00,2017-01-03,20:30:00,NULL,NULL,NULL,NULL,2017-01-03,22:00:00,2017-01-03,22:05:00,NULL,NULL,NULL,NULL"
"13063228,KL,PHEZR,939,"" "",AMS,DUB,2017-01-04,20:20:00,2017-01-04,20:22:00,NULL,NULL,NULL,NULL,2017-01-04,22:00:00,2017-01-04,21:58:00,NULL,NULL,NULL,NULL"
"13095180,KL,PHKZC,1861,"" "",AMS,DUS,2017-01-08,16:10:00,2017-01-08,16:15:00,NULL,NULL,NULL,NULL,2017-01-08,17:00:00,2017-01-08,16:55:00,NULL,NULL,NULL,NULL"
"13095182,KL,PHKZC,1863,"" "",AMS,DUS,2017-01-08,20:15:00,2017-01-08,20:28:00,NULL,NULL,NULL,NULL,2017-01-08,21:10:00,2017-01-08,21:14:00,NULL,NULL,NULL,NULL"
"13095176,KL,PHKZL,1853,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-08,06:50:00,2017-01-08,06:50:00,NULL,NULL,NULL,NULL,2017-01-08,07:40:00,2017-01-08,07:35:00"
"13095178,KL,PHEZI,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-08,10:00:00,2017-01-08,10:24:00,NULL,NULL,NULL,NULL,2017-01-08,10:55:00,2017-01-08,11:00:00"
"13088894,KL,unk,1853,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-07,06:50:00,NULL,NULL,NULL,NULL,NULL,NULL,2017-01-07,07:40:00,NULL,NULL"
"13088896,KL,PHEZL,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-07,10:00:00,2017-01-07,10:09:00,NULL,NULL,NULL,NULL,2017-01-07,10:55:00,2017-01-07,10:53:00"
"13064863,KL,PHKZD,1863,"" "",AMS,DUS,2017-01-03,20:15:00,2017-01-03,20:26:00,NULL,NULL,NULL,NULL,2017-01-03,21:10:00,2017-01-03,21:07:00,NULL,NULL,NULL,NULL"
"13063627,KL,PHKZC,1861,"" "",AMS,DUS,2017-01-04,16:10:00,2017-01-04,16:08:00,NULL,NULL,NULL,NULL,2017-01-04,17:00:00,2017-01-04,16:42:00,NULL,NULL,NULL,NULL"
"13063629,KL,PHKZD,1863,"" "",AMS,DUS,2017-01-04,20:15:00,2017-01-04,20:32:00,NULL,NULL,NULL,NULL,2017-01-04,21:10:00,2017-01-04,21:20:00,NULL,NULL,NULL,NULL"
"13063623,KL,PHKZU,1853,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-04,06:50:00,2017-01-04,06:48:00,NULL,NULL,NULL,NULL,2017-01-04,07:40:00,2017-01-04,07:39:00"
"13063625,KL,PHEZL,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-04,10:00:00,2017-01-04,10:09:00,NULL,NULL,NULL,NULL,2017-01-04,10:55:00,2017-01-04,10:45:00"
"13076355,KL,PHKZB,1861,"" "",AMS,DUS,2017-01-05,16:10:00,2017-01-05,16:07:00,NULL,NULL,NULL,NULL,2017-01-05,17:00:00,2017-01-05,16:52:00,NULL,NULL,NULL,NULL"
"13076357,KL,PHKZM,1863,"" "",AMS,DUS,2017-01-05,20:15:00,2017-01-05,20:19:00,NULL,NULL,NULL,NULL,2017-01-05,21:10:00,2017-01-05,21:22:00,NULL,NULL,NULL,NULL"
"13076351,KL,PHKZL,1853,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-05,06:50:00,2017-01-05,06:53:00,NULL,NULL,NULL,NULL,2017-01-05,07:40:00,2017-01-05,07:38:00"
"13076353,KL,PHEZC,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-05,10:00:00,2017-01-05,10:14:00,NULL,NULL,NULL,NULL,2017-01-05,10:55:00,2017-01-05,10:53:00"
"13064859,KL,PHEXA,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-03,10:00:00,2017-01-03,10:15:00,NULL,NULL,NULL,NULL,2017-01-03,10:55:00,2017-01-03,10:56:00"
"13064861,KL,PHKZL,1861,"" "",AMS,DUS,2017-01-03,16:10:00,2017-01-03,16:10:00,NULL,NULL,NULL,NULL,2017-01-03,17:00:00,2017-01-03,16:45:00,NULL,NULL,NULL,NULL"
"13088898,KL,PHKZS,1861,"" "",AMS,DUS,2017-01-07,16:10:00,2017-01-07,16:17:00,NULL,NULL,NULL,NULL,2017-01-07,17:00:00,2017-01-07,16:56:00,NULL,NULL,NULL,NULL"
"13088900,KL,PHKZU,1863,"" "",AMS,DUS,2017-01-07,20:15:00,2017-01-07,20:11:00,NULL,NULL,NULL,NULL,2017-01-07,21:10:00,2017-01-07,20:48:00,NULL,NULL,NULL,NULL"
"13082668,KL,PHKZL,1853,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-06,06:50:00,2017-01-06,07:02:00,NULL,NULL,NULL,NULL,2017-01-06,07:40:00,2017-01-06,07:39:00"
"13082670,KL,PHEZL,1855,"" "",AMS,DUS,NULL,NULL,NULL,NULL,2017-01-06,10:00:00,2017-01-06,10:11:00,NULL,NULL,NULL,NULL,2017-01-06,10:55:00,2017-01-06,10:53:00"
"13082672,KL,PHEXE,1861,"" "",AMS,DUS,2017-01-06,16:10:00,2017-01-06,16:19:00,NULL,NULL,NULL,NULL,2017-01-06,17:00:00,2017-01-06,17:03:00,NULL,NULL,NULL,NULL"
"13082674,KL,PHKZK,1863,"" "",AMS,DUS,2017-01-06,20:15:00,2017-01-06,20:17:00,NULL,NULL,NULL,NULL,2017-01-06,21:10:00,2017-01-06,21:05:00,NULL,NULL,NULL,NULL"
"13094737,KL,PHBHA,705,"" "",AMS,GIG,NULL,NULL,NULL,NULL,2017-01-08,10:35:00,2017-01-08,11:02:00,NULL,NULL,NULL,NULL,2017-01-08,19:35:00,2017-01-08,19:46:00"
"13088513,KL,PHBHC,705,"" "",AMS,GIG,NULL,NULL,NULL,NULL,2017-01-07,10:35:00,2017-01-07,11:25:00,NULL,NULL,NULL,NULL,2017-01-07,19:35:00,2017-01-07,20:11:00"
"13082212,KL,PHBQD,705,"" "",AMS,GIG,NULL,NULL,NULL,NULL,2017-01-06,10:35:00,2017-01-06,10:40:00,NULL,NULL,NULL,NULL,2017-01-06,19:35:00,2017-01-06,19:37:00"
"13075918,KL,PHBHE,705,"" "",AMS,GIG,NULL,NULL,NULL,NULL,2017-01-05,10:35:00,2017-01-05,10:58:00,NULL,NULL,NULL,NULL,2017-01-05,19:35:00,2017-01-05,19:45:00"
"13064430,KL,PHBHC,705,"" "",AMS,GIG,NULL,NULL,NULL,NULL,2017-01-03,10:35:00,2017-01-03,10:43:00,NULL,NULL,NULL,NULL,2017-01-03,19:35:00,2017-01-03,19:22:00"
"13062747,KL,PHBQC,755,"" "",UIO,GYE,2017-01-04,22:35:00,2017-01-04,22:54:00,NULL,NULL,NULL,NULL,2017-01-04,23:35:00,2017-01-04,23:50:00,NULL,NULL,NULL,NULL"
"13063178,KL,PHAOA,435,"" "",DOH,BAH,2017-01-04,17:05:00,2017-01-04,17:16:00,NULL,NULL,NULL,NULL,2017-01-04,18:00:00,2017-01-04,18:03:00,NULL,NULL,NULL,NULL"
"13064406,KL,PHAOA,435,"" "",DOH,BAH,2017-01-03,17:05:00,2017-01-03,16:47:00,NULL,NULL,NULL,NULL,2017-01-03,18:00:00,2017-01-03,17:31:00,NULL,NULL,NULL,NULL"
"13075895,KL,PHAOA,435,"" "",DOH,BAH,2017-01-05,17:05:00,2017-01-05,17:05:00,NULL,NULL,NULL,NULL,2017-01-05,18:00:00,2017-01-05,17:52:00,NULL,NULL,NULL,NULL"
"13088487,KL,PHAOC,435,"" "",DOH,BAH,2017-01-07,17:05:00,2017-01-07,16:55:00,NULL,NULL,NULL,NULL,2017-01-07,18:00:00,2017-01-07,17:32:00,NULL,NULL,NULL,NULL"
"13052662,KL,PHBHG,553,"" "",AMS,CAI,2017-01-05,19:55:00,2017-01-05,21:00:00,NULL,NULL,NULL,NULL,2017-01-06,00:15:00,2017-01-06,01:27:00,NULL,NULL,NULL,NULL"
"13034385,KL,PHBQO,553,"" "",AMS,CAI,2017-01-02,19:55:00,2017-01-02,20:18:00,NULL,NULL,NULL,NULL,2017-01-03,00:15:00,2017-01-03,00:27:00,NULL,NULL,NULL,NULL"
"13059374,KL,PHBHH,553,"" "",AMS,CAI,2017-01-06,19:55:00,2017-01-06,20:25:00,NULL,NULL,NULL,NULL,2017-01-07,00:15:00,2017-01-07,00:29:00,NULL,NULL,NULL,NULL"
"13062739,KL,PHBQH,809,"" "",KUL,CGK,2017-01-04,09:10:00,2017-01-04,09:17:00,NULL,NULL,NULL,NULL,2017-01-04,11:10:00,2017-01-04,11:14:00,NULL,NULL,NULL,NULL"
"13063971,KL,PHBVK,809,"" "",KUL,CGK,2017-01-03,09:10:00,2017-01-03,09:32:00,NULL,NULL,NULL,NULL,2017-01-03,11:10:00,2017-01-03,11:26:00,NULL,NULL,NULL,NULL"
"13075422,KL,PHBVI,809,"" "",KUL,CGK,2017-01-05,09:10:00,2017-01-05,09:05:00,NULL,NULL,NULL,NULL,2017-01-05,11:10:00,2017-01-05,10:57:00,NULL,NULL,NULL,NULL"
"13081693,KL,PHBVP,809,"" "",KUL,CGK,2017-01-06,09:10:00,2017-01-06,09:04:00,NULL,NULL,NULL,NULL,2017-01-06,11:10:00,2017-01-06,11:00:00,NULL,NULL,NULL,NULL"
"13088097,KL,PHBVR,809,"" "",KUL,CGK,2017-01-07,09:10:00,2017-01-07,09:10:00,NULL,NULL,NULL,NULL,2017-01-07,11:10:00,2017-01-07,11:05:00,NULL,NULL,NULL,NULL"
"13094234,KL,PHBVG,809,"" "",KUL,CGK,2017-01-08,09:10:00,2017-01-08,09:08:00,NULL,NULL,NULL,NULL,2017-01-08,11:10:00,2017-01-08,10:58:00,NULL,NULL,NULL,NULL"
"13062757,KL,PHAOE,535,"" "",KGL,EBB,2017-01-04,18:25:00,2017-01-04,18:22:00,NULL,NULL,NULL,NULL,2017-01-04,19:25:00,2017-01-04,19:14:00,NULL,NULL,NULL,NULL"
